"D_or_L","Origin_Warehouse","Destination","Carrier","ShipWeekday","Shipment_Date","Delivery_Date","Transit_Days","Distance_miles","Weight_kg","Cost"
"0","Warehouse_ATL","Detroit","Amazon Logistics","Sunday",2023-11-12,2023-11-16,4,1517,6.9,213.81
"0","Warehouse_SF","Denver","DHL","Friday",2023-07-07,2023-07-11,4,1785,34.7,304.3
"0","Warehouse_SF","Minneapolis","OnTrac","Monday",2023-04-24,2023-04-27,3,543,20.3,89.33
"0","Warehouse_LA","Phoenix","OnTrac","Friday",2023-02-03,2023-02-06,3,373,32.2,83.7
"0","Warehouse_ATL","San Francisco","OnTrac","Tuesday",2023-06-13,2023-06-16,3,1055,34.7,183.65
"0","Warehouse_MIA","Atlanta","FedEx","Thursday",2023-07-20,2023-07-26,6,2177,19.4,323.37
"0","Warehouse_NYC","Houston","UPS","Monday",2023-11-13,2023-11-18,5,1769,5.5,248.81
"0","Warehouse_HOU","Boston","Amazon Logistics","Wednesday",2023-10-04,2023-10-07,3,1126,37.9,186.54
"0","Warehouse_LA","Minneapolis","LaserShip","Saturday",2023-07-15,2023-07-20,5,1685,36.4,257.54
"0","Warehouse_ATL","Dallas","OnTrac","Wednesday",2023-03-01,2023-03-06,5,838,31.4,130.31
"0","Warehouse_NYC","Seattle","LaserShip","Thursday",2023-04-13,2023-04-14,1,121,15.4,33.51
"1","Warehouse_NYC","Chicago","FedEx","Saturday",2023-03-25,2023-04-08,14,790,11.1,113.5
"0","Warehouse_ATL","Houston","LaserShip","Friday",2023-04-14,2023-04-17,3,582,51.4,143.25
"0","Warehouse_ATL","New York","LaserShip","Wednesday",2023-05-17,2023-05-18,1,357,55.6,101.32
"0","Warehouse_SF","Dallas","Amazon Logistics","Tuesday",2023-03-14,2023-03-18,4,961,30.9,151.63
"0","Warehouse_HOU","Miami","FedEx","Friday",2023-06-16,2023-06-23,7,1292,5.4,187.36
"0","Warehouse_MIA","Los Angeles","FedEx","Thursday",2023-04-20,2023-04-21,1,320,35.4,88.87
"0","Warehouse_MIA","Atlanta","Amazon Logistics","Sunday",2023-01-08,2023-01-11,3,900,42.8,197.9
"0","Warehouse_SEA","Seattle","LaserShip","Saturday",2023-09-23,2023-09-28,5,1611,27.5,227.05
"0","Warehouse_ATL","Phoenix","LaserShip","Saturday",2023-10-14,2023-10-19,5,1288,22.8,184.9
"0","Warehouse_SF","Portland","FedEx","Thursday",2023-01-19,2023-01-23,4,896,21.7,139.26
"0","Warehouse_LA","Boston","UPS","Sunday",2023-06-25,2023-07-02,7,1452,37,208.58
"0","Warehouse_CHI","Portland","FedEx","Thursday",2023-01-12,2023-01-14,2,389,20.8,74.77
"0","Warehouse_LA","New York","USPS","Sunday",2023-04-02,2023-04-04,2,643,7.4,88.25
"0","Warehouse_ATL","Boston","USPS","Sunday",2023-08-27,2023-08-29,2,838,21.4,109.1
"0","Warehouse_DEN","Detroit","FedEx","Friday",2023-05-12,2023-05-16,4,1383,20.3,228.9
"0","Warehouse_MIA","New York","UPS","Monday",2023-05-08,2023-05-11,3,121,12.6,32.18
"0","Warehouse_DEN","Atlanta","DHL","Tuesday",2023-11-21,2023-11-30,9,2146,17.5,402.56
"0","Warehouse_LA","Boston","LaserShip","Monday",2023-11-27,2023-11-28,1,223,33,73.97
"0","Warehouse_HOU","Minneapolis","DHL","Friday",2023-09-15,2023-09-20,5,1255,10.8,200.6
"0","Warehouse_SF","Minneapolis","USPS","Sunday",2023-09-10,2023-09-14,4,1852,23.6,229.43
"0","Warehouse_SF","Dallas","FedEx","Thursday",2023-12-21,2023-12-25,4,1764,41,324.91
"0","Warehouse_MIA","Phoenix","Amazon Logistics","Sunday",2023-07-16,2023-07-19,3,713,19.5,114.24
"0","Warehouse_LA","Chicago","UPS","Friday",2023-03-24,2023-03-29,5,1898,17.8,235.64
"0","Warehouse_CHI","San Francisco","LaserShip","Friday",2023-02-24,2023-02-27,3,1083,67.5,220.77
"0","Warehouse_DEN","Portland","FedEx","Saturday",2023-12-09,2023-12-13,4,1681,17.7,320.45
"0","Warehouse_ATL","Miami","USPS","Sunday",2023-11-19,2023-11-22,3,1256,23.2,208.01
"0","Warehouse_BOS","Los Angeles","UPS","Thursday",2023-06-15,2023-06-22,7,1984,17.2,251.79
"0","Warehouse_MIA","Phoenix","USPS","Wednesday",2023-11-29,2023-12-07,8,2445,61.6,384.1
"0","Warehouse_CHI","Miami","OnTrac","Thursday",2023-07-13,2023-07-17,4,1350,25.3,191.72
"1","Warehouse_LA","Houston","LaserShip","Monday",2023-03-13,2023-03-23,10,2318,45.8,313.91
"0","Warehouse_LA","Miami","OnTrac","Wednesday",2023-04-19,2023-04-26,7,2243,28.4,304.15
"0","Warehouse_MIA","Chicago","UPS","Monday",2023-07-24,2023-07-31,7,2201,31.7,333.27
"0","Warehouse_MIA","Boston","DHL","Saturday",2023-04-29,2023-05-06,7,2255,33.7,363.72
"0","Warehouse_SF","Atlanta","UPS","Saturday",2023-05-13,2023-05-22,9,962,58.4,196.37
"0","Warehouse_CHI","Detroit","LaserShip","Tuesday",2023-05-16,2023-05-17,1,283,37.4,72.51
"0","Warehouse_SF","Boston","USPS","Monday",2023-08-28,2023-08-31,3,640,26.9,103.85
"0","Warehouse_CHI","Phoenix","OnTrac","Wednesday",2023-10-18,2023-10-24,6,2409,27.8,294.98
"1","Warehouse_ATL","San Francisco","FedEx","Saturday",2023-11-18,2023-11-22,4,1203,23.3,228.28
"0","Warehouse_CHI","Atlanta","Amazon Logistics","Monday",2023-04-03,2023-04-04,1,231,17.9,45.26
"1","Warehouse_ATL","Miami","LaserShip","Tuesday",2023-09-12,2023-09-26,14,2136,32.5,308.35
"0","Warehouse_SEA","Portland","OnTrac","Saturday",2023-03-04,2023-03-08,4,1886,19.8,265.4
"0","Warehouse_MIA","Chicago","FedEx","Friday",2023-01-20,2023-01-30,10,1896,11.9,287.05
"0","Warehouse_CHI","Minneapolis","LaserShip","Wednesday",2023-10-11,2023-10-16,5,1869,108.6,221.52
"0","Warehouse_CHI","San Francisco","FedEx","Sunday",2023-06-04,2023-06-07,3,1412,15.9,200.58
"0","Warehouse_ATL","Chicago","DHL","Sunday",2023-06-04,2023-06-07,3,110,19.8,44
"0","Warehouse_HOU","Miami","LaserShip","Sunday",2023-02-05,2023-02-07,2,682,14.6,107.88
"0","Warehouse_DEN","San Francisco","OnTrac","Wednesday",2023-03-01,2023-03-07,6,2264,46.5,334.7
"0","Warehouse_CHI","Boston","UPS","Wednesday",2023-11-15,2023-11-18,3,413,43.9,133.41
"1","Warehouse_MIA","Seattle","Amazon Logistics","Friday",2023-05-26,2023-06-09,14,1003,17.5,144.25
"0","Warehouse_SF","Houston","OnTrac","Saturday",2023-07-29,2023-08-01,3,893,82.9,189.53
"1","Warehouse_HOU","Boston","DHL","Tuesday",2023-05-23,2023-06-04,12,1509,16.2,219.44
"1","Warehouse_BOS","Seattle","DHL","Wednesday",2023-07-12,2023-07-25,13,1749,17.1,265.04
"0","Warehouse_MIA","Los Angeles","OnTrac","Wednesday",2023-06-14,2023-06-15,1,377,9.4,59.03
"0","Warehouse_SF","Phoenix","FedEx","Saturday",2023-10-21,2023-10-26,5,2483,15.3,343.33
"1","Warehouse_SEA","Seattle","OnTrac","Friday",2023-03-10,2023-03-24,14,1606,17.4,231.71
"0","Warehouse_NYC","Atlanta","OnTrac","Tuesday",2023-07-25,2023-07-30,5,870,11.8,119.5
"0","Warehouse_ATL","San Francisco","UPS","Friday",2023-12-08,2023-12-13,5,1705,56.8,315.36
"0","Warehouse_SEA","Atlanta","UPS","Monday",2023-06-19,2023-06-23,4,290,28.5,77.76
"0","Warehouse_DEN","Dallas","Amazon Logistics","Monday",2023-05-22,2023-05-26,4,1525,14.6,187.56
"0","Warehouse_MIA","Phoenix","DHL","Friday",2023-06-23,2023-06-26,3,1178,9.9,180.22
"0","Warehouse_SF","Houston","FedEx","Sunday",2023-02-26,2023-03-02,4,1612,45.7,247.43
"0","Warehouse_LA","New York","Amazon Logistics","Monday",2023-05-29,2023-06-04,6,2488,19.9,316.03
"0","Warehouse_HOU","Dallas","Amazon Logistics","Monday",2023-11-20,2023-11-30,10,2144,10.5,325.38
"0","Warehouse_NYC","Dallas","FedEx","Saturday",2023-06-03,2023-06-06,3,341,4.2,45.59
"0","Warehouse_BOS","Boston","LaserShip","Friday",2023-02-17,2023-02-21,4,484,17.9,77.71
"0","Warehouse_SEA","Detroit","DHL","Friday",2023-07-28,2023-08-02,5,1461,6.9,218.92
"0","Warehouse_LA","Chicago","Amazon Logistics","Monday",2023-12-18,2023-12-23,5,766,29.7,149.52
"0","Warehouse_ATL","Dallas","FedEx","Monday",2023-06-05,2023-06-10,5,1151,11.4,179.35
"0","Warehouse_MIA","San Francisco","LaserShip","Wednesday",2023-07-26,2023-07-28,2,412,11,59.43
"0","Warehouse_MIA","Dallas","Amazon Logistics","Wednesday",2023-02-08,2023-02-12,4,1858,19.7,254.01
"1","Warehouse_HOU","San Francisco","LaserShip","Wednesday",2023-10-18,2023-11-03,16,2188,24.2,284.17
"0","Warehouse_HOU","Dallas","FedEx","Thursday",2023-09-07,2023-09-10,3,1113,58.1,217.03
"0","Warehouse_HOU","Seattle","FedEx","Saturday",2023-11-11,2023-11-16,5,1775,0.3,333.92
"0","Warehouse_DEN","New York","Amazon Logistics","Thursday",2023-10-26,2023-10-30,4,109,39,61.95
"0","Warehouse_CHI","Denver","UPS","Monday",2023-09-25,2023-09-29,4,1000,16.5,143.91
"1","Warehouse_ATL","Portland","UPS","Sunday",2023-04-16,2023-04-22,6,354,12.9,56.83
"0","Warehouse_ATL","Miami","FedEx","Monday",2023-04-24,2023-04-26,2,752,11.5,114.38
"0","Warehouse_ATL","Denver","Amazon Logistics","Tuesday",2023-09-26,2023-10-02,6,2253,37.7,286.4
"0","Warehouse_CHI","Denver","LaserShip","Saturday",2023-06-17,2023-06-21,4,1000,8.6,119.7
"1","Warehouse_SF","Phoenix","LaserShip","Saturday",2023-12-16,2023-12-25,9,2266,43.2,416.42
"1","Warehouse_ATL","Minneapolis","DHL","Monday",2023-09-18,2023-09-27,9,1014,51.8,201.57
"0","Warehouse_BOS","Portland","USPS","Tuesday",2023-11-14,2023-11-22,8,1837,21.4,276.47
"0","Warehouse_HOU","Chicago","OnTrac","Friday",2023-02-17,2023-02-20,3,264,34.2,73.58
"0","Warehouse_LA","Detroit","FedEx","Saturday",2023-09-30,2023-10-03,3,920,27.8,172.58
"0","Warehouse_BOS","Dallas","FedEx","Wednesday",2023-04-05,2023-04-09,4,385,3.3,52.34
"0","Warehouse_CHI","San Francisco","DHL","Saturday",2023-06-17,2023-06-21,4,1650,22.5,252.88
"0","Warehouse_MIA","Minneapolis","OnTrac","Sunday",2023-09-24,2023-09-30,6,2133,16.3,274.15
"1","Warehouse_LA","Miami","USPS","Thursday",2023-01-05,2023-01-08,3,836,27.1,133.42
"0","Warehouse_CHI","Denver","FedEx","Wednesday",2023-10-04,2023-10-06,2,1000,11.9,149.7
"0","Warehouse_SF","Los Angeles","DHL","Saturday",2023-08-12,2023-08-14,2,723,54.7,191.49
"1","Warehouse_MIA","Los Angeles","FedEx","Wednesday",2023-07-26,2023-08-01,6,1990,26,304.66
"0","Warehouse_BOS","Minneapolis","UPS","Tuesday",2023-11-07,2023-11-09,2,660,6.9,107.24
"0","Warehouse_ATL","Houston","UPS","Friday",2023-07-21,2023-07-27,6,2174,44.1,340.74
"0","Warehouse_ATL","Minneapolis","USPS","Thursday",2023-08-03,2023-08-06,3,651,16.2,93.12
"0","Warehouse_CHI","Denver","FedEx","Saturday",2023-11-11,2023-11-14,3,1000,65.2,264.64
"0","Warehouse_CHI","Minneapolis","DHL","Thursday",2023-05-18,2023-05-22,4,1019,8,164.55
"0","Warehouse_DEN","Boston","LaserShip","Thursday",2023-05-18,2023-05-20,2,508,29.9,95.19
"0","Warehouse_CHI","Houston","LaserShip","Wednesday",2023-05-31,2023-06-06,6,2165,22.5,304.07
"0","Warehouse_HOU","Portland","USPS","Monday",2023-09-25,2023-09-30,5,1038,27.2,158.38
"0","Warehouse_HOU","Minneapolis","UPS","Wednesday",2023-02-22,2023-02-26,4,730,27.7,129.49
"0","Warehouse_SF","Los Angeles","Amazon Logistics","Sunday",2023-03-19,2023-03-26,7,2201,37.7,339.21
"0","Warehouse_DEN","Detroit","FedEx","Monday",2023-03-20,2023-03-25,5,1808,10.2,265.15
"0","Warehouse_SEA","Phoenix","OnTrac","Tuesday",2023-10-03,2023-10-05,2,553,10.2,79.74
"0","Warehouse_SEA","New York","DHL","Saturday",2023-03-18,2023-03-22,4,560,44.4,151.2
"0","Warehouse_MIA","Atlanta","USPS","Friday",2023-07-28,2023-08-02,5,2189,21.9,289.79
"0","Warehouse_ATL","Detroit","LaserShip","Friday",2023-11-17,2023-11-19,2,393,23.1,98.82
"0","Warehouse_SEA","Minneapolis","DHL","Wednesday",2023-12-13,2023-12-16,3,1505,37.7,336.06
"0","Warehouse_DEN","New York","OnTrac","Monday",2023-09-25,2023-10-01,6,1673,37.1,236.03
"0","Warehouse_LA","Portland","OnTrac","Friday",2023-08-04,2023-08-08,4,1029,12.1,144.44
"0","Warehouse_SF","Miami","Amazon Logistics","Friday",2023-09-29,2023-10-06,7,2487,6.9,294.86
"0","Warehouse_SEA","Los Angeles","OnTrac","Tuesday",2023-07-04,2023-07-08,4,1495,14.6,204.47
"0","Warehouse_BOS","Chicago","DHL","Saturday",2023-07-01,2023-07-06,5,1121,54.9,243.58
"0","Warehouse_NYC","Chicago","DHL","Tuesday",2023-08-22,2023-08-24,2,790,31.7,163.48
"0","Warehouse_BOS","Minneapolis","OnTrac","Wednesday",2023-10-04,2023-10-08,4,1457,15.7,191.45
"0","Warehouse_HOU","Miami","UPS","Saturday",2023-01-07,2023-01-12,5,1832,6.6,261.19
"0","Warehouse_SF","Los Angeles","LaserShip","Tuesday",2023-07-25,2023-07-28,3,1208,53.1,197.62
"0","Warehouse_SF","Denver","LaserShip","Saturday",2023-12-16,2023-12-17,1,531,32.3,115.94
"0","Warehouse_LA","Dallas","Amazon Logistics","Saturday",2023-12-23,2023-12-30,7,1435,67.3,275.71
"0","Warehouse_SF","Portland","UPS","Sunday",2023-09-17,2023-09-22,5,1803,11.7,241.13
"0","Warehouse_SEA","Los Angeles","Amazon Logistics","Thursday",2023-08-17,2023-08-22,5,2363,6.3,315.26
"0","Warehouse_ATL","Chicago","Amazon Logistics","Thursday",2023-10-05,2023-10-08,3,1274,57.7,243.19
"0","Warehouse_CHI","New York","OnTrac","Thursday",2023-02-09,2023-02-14,5,1678,5.9,199.78
"1","Warehouse_CHI","Seattle","DHL","Tuesday",2023-10-17,2023-11-03,17,2447,38,416.88
"0","Warehouse_SF","Minneapolis","Amazon Logistics","Friday",2023-03-03,2023-03-08,5,1667,9.7,230.69
"0","Warehouse_LA","Dallas","Amazon Logistics","Friday",2023-06-02,2023-06-06,4,1435,25,220.62
"0","Warehouse_DEN","Houston","OnTrac","Saturday",2023-01-07,2023-01-12,5,1937,9.7,260.86
"0","Warehouse_ATL","Dallas","UPS","Tuesday",2023-03-28,2023-03-31,3,659,5.6,94.63
"0","Warehouse_SEA","Miami","UPS","Friday",2023-03-03,2023-03-08,5,663,18.1,102.98
"0","Warehouse_LA","Dallas","LaserShip","Thursday",2023-11-16,2023-11-21,5,1435,39,280.22
"0","Warehouse_BOS","New York","LaserShip","Monday",2023-03-20,2023-03-28,8,1431,28.1,192.15
"1","Warehouse_MIA","Minneapolis","DHL","Friday",2023-10-20,2023-11-03,14,2452,22.8,362.33
"1","Warehouse_HOU","Detroit","LaserShip","Sunday",2023-07-09,2023-07-23,14,2427,25.5,298.33
"0","Warehouse_NYC","Seattle","LaserShip","Monday",2023-06-12,2023-06-17,5,872,13.9,131.13
"0","Warehouse_ATL","Houston","DHL","Saturday",2023-04-15,2023-04-21,6,1747,7.7,234.65
"0","Warehouse_LA","Houston","LaserShip","Tuesday",2023-04-25,2023-04-29,4,1314,37.8,199.44
"0","Warehouse_MIA","Los Angeles","DHL","Friday",2023-10-27,2023-11-01,5,2460,43.7,401.12
"0","Warehouse_MIA","New York","OnTrac","Friday",2023-09-08,2023-09-13,5,2189,20.6,259.44
"0","Warehouse_SEA","Denver","FedEx","Monday",2023-10-02,2023-10-08,6,2105,14,295.69
"0","Warehouse_BOS","Miami","FedEx","Friday",2023-03-03,2023-03-09,6,2185,6.5,297.79
"0","Warehouse_ATL","Houston","FedEx","Tuesday",2023-08-15,2023-08-20,5,1984,122.7,432.92
"0","Warehouse_BOS","Phoenix","OnTrac","Thursday",2023-10-19,2023-10-22,3,1123,13.6,141.3
"0","Warehouse_ATL","San Francisco","OnTrac","Thursday",2023-05-04,2023-05-06,2,348,35.9,89.84
"0","Warehouse_LA","Dallas","Amazon Logistics","Monday",2023-01-02,2023-01-05,3,1435,52.3,222.33
"0","Warehouse_HOU","Detroit","DHL","Tuesday",2023-02-28,2023-03-01,1,265,14.6,58.01
"0","Warehouse_NYC","Atlanta","FedEx","Tuesday",2023-03-14,2023-03-17,3,870,36.8,166.16
"1","Warehouse_BOS","Portland","LaserShip","Saturday",2023-11-25,2023-12-01,6,2008,25.8,319.09
"0","Warehouse_LA","Chicago","USPS","Monday",2023-06-19,2023-06-22,3,1305,17.5,165.72
"0","Warehouse_SF","Portland","OnTrac","Thursday",2023-10-26,2023-10-30,4,1646,50.1,282.69
"0","Warehouse_CHI","Atlanta","LaserShip","Thursday",2023-03-16,2023-03-21,5,2448,54,326.08
"0","Warehouse_BOS","Dallas","DHL","Saturday",2023-01-14,2023-01-18,4,1854,9.6,243.91
"0","Warehouse_BOS","Minneapolis","Amazon Logistics","Wednesday",2023-06-07,2023-06-10,3,1208,14.5,174.22
"0","Warehouse_MIA","Dallas","USPS","Sunday",2023-01-15,2023-01-19,4,1753,14.5,230.05
"1","Warehouse_MIA","Chicago","USPS","Friday",2023-03-17,2023-04-03,17,1098,3.1,124.09
"0","Warehouse_DEN","Denver","FedEx","Thursday",2023-02-16,2023-02-21,5,1964,108.4,397.96
"0","Warehouse_DEN","Houston","Amazon Logistics","Thursday",2023-06-15,2023-06-20,5,1615,26.6,231.19
"0","Warehouse_NYC","Atlanta","FedEx","Sunday",2023-11-19,2023-11-22,3,870,7.2,158.85
"0","Warehouse_SF","Detroit","DHL","Friday",2023-03-31,2023-04-01,1,105,17.1,34.45
"0","Warehouse_SF","Atlanta","UPS","Wednesday",2023-01-18,2023-01-20,2,472,21.9,83.7
"1","Warehouse_HOU","Dallas","UPS","Tuesday",2023-02-28,2023-03-05,5,860,78.2,195.05
"0","Warehouse_ATL","Seattle","LaserShip","Wednesday",2023-01-04,2023-01-07,3,530,14.5,83.98
"0","Warehouse_SEA","Seattle","UPS","Saturday",2023-09-16,2023-09-20,4,1498,17.7,198.87
"0","Warehouse_CHI","Portland","OnTrac","Sunday",2023-02-05,2023-02-06,1,154,14.1,33.49
"0","Warehouse_ATL","Chicago","USPS","Sunday",2023-08-27,2023-08-28,1,357,6.7,52
"0","Warehouse_BOS","San Francisco","FedEx","Wednesday",2023-05-17,2023-05-22,5,2440,11.9,34.31
"0","Warehouse_NYC","Portland","UPS","Wednesday",2023-11-15,2023-11-20,5,1846,60.4,370.75
"0","Warehouse_NYC","Detroit","USPS","Saturday",2023-07-22,2023-07-25,3,497,12.6,75.73
"0","Warehouse_BOS","Houston","DHL","Friday",2023-04-28,2023-05-01,3,632,43.8,143.51
"0","Warehouse_SEA","Denver","OnTrac","Thursday",2023-11-30,2023-12-04,4,1143,17,174.48
"0","Warehouse_DEN","Boston","LaserShip","Monday",2023-08-14,2023-08-18,4,1086,27.5,172.21
"0","Warehouse_ATL","Chicago","UPS","Thursday",2023-11-30,2023-12-02,2,284,30.6,89.12
"0","Warehouse_NYC","Los Angeles","LaserShip","Monday",2023-10-30,2023-11-03,4,1881,139.4,415.94
"0","Warehouse_LA","Detroit","USPS","Sunday",2023-11-19,2023-11-26,7,1465,3.8,206.23
"0","Warehouse_SEA","Denver","UPS","Thursday",2023-02-23,2023-02-27,4,1000,24.1,148.09
"1","Warehouse_HOU","New York","LaserShip","Saturday",2023-01-28,2023-02-06,9,2301,66.5,345.16
"0","Warehouse_LA","Minneapolis","LaserShip","Sunday",2023-03-12,2023-03-18,6,623,21.4,92.29
"0","Warehouse_CHI","Houston","LaserShip","Thursday",2023-08-31,2023-09-08,8,2422,12,321.79
"0","Warehouse_ATL","Detroit","FedEx","Friday",2023-06-23,2023-06-28,5,1284,19.7,201.01
"0","Warehouse_LA","Seattle","Amazon Logistics","Thursday",2023-07-06,2023-08-05,30,1135,35,197.9
"0","Warehouse_DEN","Chicago","DHL","Sunday",2023-09-17,2023-09-23,6,2344,21.9,197.9
"1","Warehouse_SEA","Chicago","DHL","Wednesday",2023-01-04,2023-01-10,6,593,19,117.94
"0","Warehouse_NYC","Phoenix","DHL","Wednesday",2023-02-22,2023-02-27,5,796,66.1,181.39
"0","Warehouse_SF","San Francisco","USPS","Sunday",2023-12-31,2024-01-05,5,2164,23.2,295.97
"0","Warehouse_CHI","Boston","UPS","Wednesday",2023-10-04,2023-10-07,3,1217,16.2,157.6
"0","Warehouse_CHI","San Francisco","USPS","Sunday",2023-01-08,2023-01-10,2,140,14.4,34.45
"0","Warehouse_NYC","Minneapolis","USPS","Friday",2023-07-14,2023-07-19,5,1367,27.4,178.29
"0","Warehouse_LA","Chicago","UPS","Sunday",2023-07-16,2023-07-23,7,2072,27.4,286.48
"0","Warehouse_DEN","Atlanta","USPS","Sunday",2023-05-07,2023-05-12,5,150,6.2,25.02
"0","Warehouse_BOS","Phoenix","DHL","Thursday",2023-10-12,2023-10-15,3,1168,24.1,204.04
"0","Warehouse_MIA","Denver","OnTrac","Friday",2023-10-13,2023-10-14,1,147,28.8,54.72
"0","Warehouse_NYC","Chicago","LaserShip","Wednesday",2023-09-06,2023-09-09,3,790,12.5,106.43
"0","Warehouse_LA","Los Angeles","DHL","Tuesday",2023-02-28,2023-03-02,2,159,48.5,84.38
"1","Warehouse_SF","Dallas","LaserShip","Friday",2023-11-24,2023-12-03,9,1632,15,266.53
"0","Warehouse_DEN","Los Angeles","OnTrac","Friday",2023-01-13,2023-01-15,2,607,12,95.74
"0","Warehouse_SF","Detroit","FedEx","Tuesday",2023-11-07,2023-11-12,5,475,39.9,138.47
"0","Warehouse_BOS","Houston","FedEx","Thursday",2023-05-25,2023-05-29,4,1370,6.6,199.12
"0","Warehouse_DEN","Los Angeles","LaserShip","Friday",2023-10-27,2023-11-02,6,2200,474.2,341.15
"0","Warehouse_DEN","Phoenix","FedEx","Friday",2023-02-24,2023-03-01,5,2208,32,340.57
"0","Warehouse_HOU","Boston","USPS","Tuesday",2023-10-31,2023-11-02,2,585,14.5,86.35
"1","Warehouse_DEN","Phoenix","Amazon Logistics","Monday",2023-12-18,2023-12-27,9,974,9.2,141.68
"0","Warehouse_LA","Atlanta","FedEx","Thursday",2023-06-29,2023-07-04,5,1610,32.2,247.76
"0","Warehouse_HOU","Denver","FedEx","Friday",2023-10-27,2023-10-31,4,1030,27.1,165.65
"0","Warehouse_HOU","Boston","LaserShip","Tuesday",2023-05-02,2023-05-11,9,2380,22.8,342.44
"0","Warehouse_HOU","Atlanta","FedEx","Friday",2023-03-10,2023-03-12,2,800,10.2,111.08
"0","Warehouse_NYC","Miami","Amazon Logistics","Thursday",2023-08-10,2023-08-14,4,1692,30.8,255.81
"0","Warehouse_BOS","Miami","USPS","Monday",2023-04-03,2023-04-05,2,1032,11.9,139.28
"0","Warehouse_ATL","Los Angeles","USPS","Wednesday",2023-01-25,2023-01-27,2,1003,16.8,124.3
"0","Warehouse_SF","Phoenix","UPS","Friday",2023-10-13,2023-10-15,2,367,7.2,59.98
"0","Warehouse_SEA","Miami","LaserShip","Saturday",2023-12-30,2024-01-06,7,1614,11.6,264.5
"0","Warehouse_LA","Portland","LaserShip","Saturday",2023-05-06,2023-05-11,5,402,7.8,53.18
"1","Warehouse_BOS","Phoenix","LaserShip","Tuesday",2023-08-22,2023-09-02,11,691,43.8,138.23
"0","Warehouse_DEN","Miami","USPS","Thursday",2023-07-20,2023-07-22,2,469,10.1,61.2
"0","Warehouse_MIA","Detroit","USPS","Tuesday",2023-08-22,2023-08-30,8,2030,24.7,280.23
"0","Warehouse_DEN","Minneapolis","FedEx","Saturday",2023-10-07,2023-10-10,3,810,26.5,155.2
"0","Warehouse_LA","San Francisco","LaserShip","Wednesday",2023-12-06,2023-12-09,3,735,6.2,111.44
"0","Warehouse_DEN","Minneapolis","DHL","Thursday",2023-04-13,2023-04-15,2,236,10,45.28
"0","Warehouse_SEA","Phoenix","DHL","Wednesday",2023-04-12,2023-04-17,5,1346,9.5,194.71
"0","Warehouse_HOU","Denver","UPS","Thursday",2023-04-27,2023-05-01,4,1030,12.1,140.94
"0","Warehouse_SEA","Chicago","USPS","Thursday",2023-08-24,2023-08-28,4,706,71,148.26
"0","Warehouse_BOS","Miami","DHL","Friday",2023-08-18,2023-08-26,8,1056,35.3,212.84
"0","Warehouse_DEN","Miami","DHL","Friday",2023-07-07,2023-07-12,5,1660,18.1,229.06
"0","Warehouse_HOU","Los Angeles","UPS","Saturday",2023-11-04,2023-11-10,6,2174,10.3,332.84
"0","Warehouse_LA","Chicago","Amazon Logistics","Wednesday",2023-04-19,2023-04-23,4,1270,72.9,236.99
"0","Warehouse_DEN","Portland","USPS","Friday",2023-01-20,2023-01-25,5,2308,18.7,312.02
"0","Warehouse_BOS","Houston","LaserShip","Saturday",2023-01-14,2023-01-16,2,307,39.6,90.47
"0","Warehouse_MIA","Phoenix","LaserShip","Wednesday",2023-05-17,2023-05-21,4,912,10.8,125.78
"0","Warehouse_LA","Dallas","FedEx","Monday",2023-01-16,2023-01-21,5,1435,48.5,261.64
"1","Warehouse_MIA","Chicago","DHL","Thursday",2023-08-24,2023-08-29,5,1260,57.5,257.6
"0","Warehouse_DEN","New York","USPS","Thursday",2023-07-06,2023-07-10,4,1646,13.6,204.17
"0","Warehouse_CHI","Boston","UPS","Saturday",2023-04-15,2023-04-21,6,2012,7.7,284.59
"0","Warehouse_CHI","Detroit","FedEx","Wednesday",2023-08-16,2023-08-18,2,283,41.8,84.62
"0","Warehouse_LA","San Francisco","USPS","Thursday",2023-06-01,2023-06-04,3,1342,43.9,222.74
"0","Warehouse_SEA","Phoenix","UPS","Saturday",2023-07-29,2023-08-04,6,2030,30,266.62
"1","Warehouse_SEA","New York","DHL","Tuesday",2023-04-11,2023-04-27,16,2241,73.6,437.29
"0","Warehouse_MIA","Miami","LaserShip","Thursday",2023-11-02,2023-11-07,5,147,23.2,51.9
"0","Warehouse_SF","Chicago","Amazon Logistics","Saturday",2023-09-09,2023-09-13,4,1277,23.2,191.94
"1","Warehouse_ATL","Boston","UPS","Sunday",2023-10-01,2023-10-13,12,527,38,108.83
"0","Warehouse_BOS","Portland","OnTrac","Tuesday",2023-09-26,2023-09-30,4,1012,12.8,147.18
"0","Warehouse_ATL","Portland","USPS","Friday",2023-02-24,2023-02-27,3,779,103.4,226.95
"0","Warehouse_ATL","Chicago","Amazon Logistics","Thursday",2023-10-12,2023-10-21,9,2372,44.1,319.84
"0","Warehouse_SF","Dallas","LaserShip","Friday",2023-12-22,2023-12-26,4,1234,22.3,223.83
"0","Warehouse_NYC","Houston","OnTrac","Sunday",2023-12-03,2023-12-07,4,1246,17.3,218.41
"0","Warehouse_BOS","Dallas","LaserShip","Wednesday",2023-08-16,2023-08-19,3,1068,19.3,147.73
"0","Warehouse_DEN","Phoenix","USPS","Thursday",2023-03-16,2023-03-21,5,1164,22.5,197.9
